Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
37	16	0	0.548259219	0.00193323815	-0.179022873	-1.05909156	0.00405113899	1.0631427	0	0	0	0	0	3
38	16	0	0.563077036	0.00172398325	-0.147822416	-1.00692935	0.00405113899	1.01098049	0	0	0	0	0	3
39	17	0	0.577894852	0.00147509361	-0.118163462	-0.936045974	0.00405113899	0.940097113	0	0	0	0	0	3
40	17	0	0.592712669	0.00113296338	-0.0905993754	-0.840286248	0.00405113899	0.844337387	0	0	0	0	0	3
41	17	0	0.607530486	0.00071205467	-0.0658641312	-0.717495806	0.00405113899	0.721546945	0	0	0	0	0	3
42	18	0	0.622348303	0.000513076449	-0.0447462229	-0.57222195	0.00405113899	0.576273089	0	0	0	0	0	3
43	18	0	0.637166119	0.000381907102	-0.027904933	-0.424626031	0.00405113899	0.42867717	0	0	0	0	0	3
44	18	0	0.651983936	0.000260546408	-0.0154082689	-0.105418657	0.00405113899	0.109469796	0	0	0	0	0	3
45	19	0	0.666801753	0.000195525987	-0.0123019694	-0.0749571376	0.00405113899	0.0790082766	0	0	0	0	0	3
46	19	0	0.68161957	0.00014300072	-0.0100931419	-0.0627945896	0.00405113899	0.0668457285	0	0	0	0	0	3
47	20	0	0.696437386	0.000107365902	-0.00824308434	-0.054639801	0.00405113899	0.05869094	0	0	0	0	0	3
48	20	0	0.711255203	7.01337995e-05	-0.00663396861	-0.0481933802	0.00405113899	0.0522445192	0	0	0	0	0	3
49	20	0	0.72607302	5.25910767e-05	-0.00521496945	-0.0436477447	0.00405113899	0.0476988836	0	0	0	0	0	3
50	21	0	0.740890836	3.61468668e-05	-0.00393014911	-0.0372644778	0.00405113899	0.0413156168	0	0	0	0	0	3
51	21	0	0.755708653	2.76130683e-05	-0.00283332291	-0.0301418466	0.00405113899	0.0341929856	0	0	0	0	0	3
52	21	0	0.77052647	1.96768892e-05	-0.00194621928	-0.0252351232	0.00405113899	0.0292862622	0	0	0	0	0	3
53	22	0	0.785344287	1.25214079e-05	-0.00120364149	-0.0205119022	0.00405113899	0.0245630412	0	0	0	0	0	3
54	22	0	0.800162103	8.03226753e-06	-0.000600114009	-0.017308294	0.00405113899	0.021359433	0	0	0	0	0	3
55	23	0	0.81497992	5.61428665e-06	-9.08814124e-05	-0.0119767059	0.00405113899	0.0160278449	0	0	0	0	0	3
56	23	0	0.829797737	4.05761619e-06	0.000261493984	-0.00829661632	0.00405113899	0.0123477553	0	0	0	0	0	3
57	23	0	0.844615554	4.26978159e-06	0.000505637693	-0.00599678529	0.00405113899	0.0100479243	0	0	0	0	0	3
58	24	0	0.85943337	3.49609473e-06	0.000682116557	-0.0045807145	0.00405113899	0.00863185349	0	0	0	0	0	3
59	24	0	0.874251187	2.55782906e-06	0.000816918685	-0.00302483622	0.00405113899	0.00707597521	0	0	0	0	0	3
60	24	0	0.889069004	1.67691332e-06	0.000905933777	-0.00129839724	0.00405113899	0.00534953624	0	0	0	0	0	3
61	25	0	0.903886821	9.17714913e-07	0.000944148923	9.17714913e-07	0.00405113899	0.00405022128	0	0	0	0	0	3
62	25	0	0.918704637	7.12435018e-07	0.000906484625	7.12435018e-07	0.00405113899	0.00405042656	0	0	0	0	0	3
63	25	0	0.933522454	6.08987561e-07	0.000893066897	6.08987561e-07	0.00405113899	0.00405053	0	0	0	0	0	3
64	26	0	0.948340271	4.68720315e-07	0.000815036512	4.68720315e-07	0.00405113899	0.00405067027	0	0	0	0	0	3
65	26	0	0.963158087	3.50810608e-07	0.000746310384	3.50810608e-07	0.00405113899	0.00405078818	0	0	0	0	0	3
66	27	0	0.977975904	2.67515858e-07	0.000627167105	2.67515858e-07	0.00358225696	0.00358198945	0	0	0	0	0	3
67	27	0	0.992793721	2.15973448e-07	0.000525503347	2.15973448e-07	0.00358225696	0.00358204099	0	0	0	0	0	3
68	27	0	1.00761154	2.13901139e-07	0.000420149139	2.13901139e-07	0.0033163288	0.0033161149	0.0337920985	0	100	0	0	3
